content,sentiment
Tidak seru semenjak line voom sudah dihilangkan,0
tidak ada line voom,0
Sulit diakses,0
Sebel anjir udah tidak ada line voom kek gak seru jadinya.,0
gaenak banget line sekarang udah gabisa buat story lagi,0
Udh bisa masuk line...terimakasi,1
Kenapa tiba-tiba akun saya tidak bisa buat story,1
fitur voom kembali bintang pun kembali,0
Sudah Tidak ada Line voom,0
Line voam kenapa menghilaaaaaaannnggggg,1
Enak tu,0
Ini gabisa upload story lg ????,0
"kenapa fitur line voom tidak ada lagi ? padahal itu adalah fitur yg sangat menyenangkan, saya sangat"" kecewa terhadap hilangnya line voom. saya harap situasi ini tidak terjadi begitu lama saya harap pihak yg bertanggung jawab segera memulihkan fitur line voom itu kembali.",0
Kembalikan line voom,0
Kami kecewa atas keputusan management line untuk menghilangkan line VROOM dari Indonesia. Hal ini mengurangi keseruan bermain line,0
"Line Voom hilang, ini kemunduran.",0
"Kenapa line voom dihapus? Emoticonnya juga pada hilang, padahal ekspresif banget. Enak buat chat, line voom juga buat liat hal-hal random, gabisa bikin story lagi!!!! Sedih bangett, kenapaa????????😔😭😭😭",1
Line voom menghilang. Membosankan Line,0
voom kenapa menghilang,0
Ok,1
"gjls, line voom nya ilang",0
Pdahal udh nyaman ada feed nyaa eh malah di ilanginn susah buat story adain lagi dong tolongg,1
"Login yang sangat ribet, nomor sudah saya daftarkan tapi malah tidak terdaftar dan akun lama hilang hadeh mengecewakan",0
Line VOOM UPDATE STORY menghilang..,0
Kembalikan line voom karna itu yang bikin menarik dari line,0
line voom udah ngk ada padahal itu yang bagus dri line kecewa sih,0
Padahal yg bikin seru line voom malah dihapus untuk region indo😐💔,0
JELEEEEEEK,0
BYE BYE LINE...VOOM IS GONE🧠🧠🧠🧠🧠🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏🤏,0
Line voom saya hilang,1
"Buruk... Mau Login pakai goggle gak bisa, login pakai Facebook eror...",0
Dengan tidak hormat. Saya rate 1 karena line voom dihapus,0
Tolong kembalikan fitur layanan openchat dan line voom.. 🙏,0
"Tolong dong POS sendiri kenapa tidak bisa di lihat lagi, apakah lagi ada kendala",0
"Line, ini kenapa line voom sudah tidak bisa dibuka??? Per 15 februari 2025 line voom mendadak hilang dari menu line..aktifkan lagi line voomnya karena itu salah satu fitur yang bagus. 🙏 Saya kasih bintang 4 dulu nanti klo sudah ada line voom lagi baru kasih bintang 5.",1
Mantappp,1
"Aplikasinya bagus, tapi kenapa fitur line voom nya di hilangkan? Tolong kembalikan lagi fiturnya.",0
"ngapain voom diapus ??? kemunduran ini mah,, orang2 pada kabur nanti dari line",0
Ini knp jadi gak bisa di buka parah,0
kenapa update yg skrg tidak bisa posting story lagi?,1
Belom ada sebulan ooyyy LINE VOOM udh menghilang aja.. Gak seru dah... Kucewa aku kucewa 😔😔😔😔,0
apa ini line VOOM menghilang. saya udah seneng main line dri 2015 sampe sekarang dan sekarang VOOM dihilangkan? benar-benar kecewa,0
"kalau bisa gapake bintang sekalian, w pake. jelek banget makin lama semua fitur diilangin",0
Coba dulu nanti kalau bagus tambah bintang nya,1
Mantap,1
"Update bukannya makin bagus malah makin gajelas. Voom hilang, login ke device lain juga diperibet. Udah lama pake apk ini dari dulu, memang makin kesini makin banyak yang di downgrade. Yang penting-penting dihapus, sedangkan fitur followers yg ga terlalu berfungsi malah dipertahankan. Voom yang awalnya bisa publik full, dibatasin, sekarang malah hilang semua.",0
Aplikasinya bagus mudah digunakan cuma sinyalnya yang agak berat kalau buka dap portal,1
"susah login, pas bikin akun baru, akunnya rusak, tolong benerin",0
"Balikin story di Line woooy ! Buat apaan cuma ada ruang chat, telepon, sama profil doang. Monoton buat gue !",0
min kenapa tidak bisa pasang story voom,1
"Tidak bisa login, verifikasi diblokir terus sudah 4 hari coba tetap tidak bisa",0
Tidak bisa membuat story dan Voom,0
ribet banget login pake google skrng ga bisa berkali² kocak,0
Line voom knp hilang ya.. Unk story juga,1
akses ke voom ga bisa,0
"Sangat kecewa dengan aplikasi line dari line today di hilangkan sekarang line voom juga ,auto uninstall",0
Udh gada linevoomnya ga seru,1
Line Voom nya ko di ilangin ???? Jadi ga bisa liat galery orang yang di upload dong.,0
"Jelek bgt, update bukannya bagus jadi jelek",0
Jelekkkkkkkkk bangettt line sekarangggggggg karna voom bener bener di hilangin👎,0
"NGAPAIN DI HAPUS VOOMNYAA PEAKK, UDAH FITUR DU BUTUHIN MALAH DI ILANGIN",0
Ribet ni apk line perkara di reset pabrik doang minta pindah akun sedangkan daftar lewat Gmail. Knpa GK vrevikasi lewat Gmail malah minta pindah akun tolong developer d perbaiki masalah ini.🙏,0
Kembalikan fitur voom nyaaa!,0
makin gj udh bagus ada voom malah diilangin,0
Saya sangat kecewa setelah update Line voom hilang di Indonesia dan Tidak adil bagi negara lain menikmati line voom untuk berubah menjadi lebih baik tolong izinkan line voom ada di Indonesia sekali lagi,0
Haduh malah menghapus line voom,0
"apa alesan kau hapus LINE VOOM oy, gua buka LINE cuma buat liat berita2 di LINE VOOM dan sekarang malah di hapus, apalagi guna aplikasi ini damn.",0
KEMBALIKAN FITUR VOOM!!!!,0
"Maaf kasih 1 aja...klo bukan karena log in get rich udh di hapus dari dlu...padahal keluh kesah gw di tumpahkan di LINE VOOM ,eh malah di hapus.klo mau bintang 5 .balikin lagi lah...masa balik jaman line 2015an",0
"Apaan dah... Mau login akun karna ganti device muncul pesan ""Verifikasi di blokir sementara"" Giliran mau buat akun baru juga sama. Sampah amat makin sini. Tolong lah di perbaiki",0
"Uninstal rame2 guys, Line bangke hilangin Timeline (voom) 😡",0
tlg kembalikan fitur story dan line voom.,0
ganti hp gak bisa login line aneh percuma banget disuruh kaitin pake akun google & nomer telepon klo nyatanya klo buat login gak bisa dari otp salah 1 dari itu aneh,0
adain line square lagi dong kaya dulu,1
"LINE:Calls & Messanger bagus sekali utk sarana edukasi di group di medsos, Pardi 2017",1
"After line voom are no longer exist...please remove call feature🙏🙏🙏, should be a great update believe me 🙏",0
Semenjak line VOOM gak ada. Nih aplikasi jadi gak seru banget. Dah paling bener uninstall,0
Bagus,1
kembalikan line yang dulu please yang ada line voom nyaa😭😭,0
Line already dead. We are leaving this app. Glad to have used you. Bye 🥀,0
Nice app,1
Kenapa line sekarang gak bisa buat story ya.. Sangat kecewa.. Padahal seru banget kalo bisa liat story temen.. Dan juga share story..,0
"Voom hilang, story hilang makin ga nyaman nih line",0
Kenapa file saya di line keep hilaaaang?,0
Cuma gua doang apa yg lain juga sama merasakan klo line skarang sudah tidak ada fitur timeline untuk posting2🤔,0
Voom diilangin biar apa dah?,0
Kecewa tdk bisa bkin status,0
Aplikasi mempersulit pengguna mengapa harus mendapatkan kode verifikasi dari handphone lama mengapa tidak menggunakan email betapa bodohnya yang membuat aplikasi ini sehingga tidak terfikir untuk hal tersebut,0
"Line sekarang makin jelek aja di up date n yang baru,buruk si secara visual nya di tambah di room muncul bayak iklan golong di kaji ulang",0
Bisnis saya yang sangat didukung oleh status dan beranda di LINE tapi sekarang sudah hilang ... Gak bisa promo lagi sangat kecewa ...,1
Good👍,1
"line, lo jahat banget ngehapus voom. padahal separuh kenangan gue ada di sana ☺️",0
"kenapa line voom di hapus? sudah bagus ada fitur voom, line jadi ga ngebosenin. kalau line voom tetap di hapuss, ulasan untuk line tetap bintang 1.",0
"Sangat kecewa dengan dihapus line voom, kalo bisa tolong dikembalikan lagi fitur line voom nya..",0
"Dulu seru ada oc, sekarang malesin mana voom u dah dihapus lagi",0
"luuemot,ribet banget mau login",0
ga bisa buat story,1
"tiba tiba line voomnya ga adaaa, jadi ga asik lagiii 😤",0
line skrg ribet banget sush bgt mw login pdahal udh daftar mw login sush...mesti ke akun sblum nya asli ribet bgt,0
Gak ada voom mah buat apaaa,0
Aplikasi udah jelek tidak ada yang menarik,0
"Update tambah parah, conect wallet aja blank, main game juga blank",0
"Mulai dari line keep yang berubah sehingga semua yang ada di keep hilang & sekarang timeline juga ditiadakan. Kenangan hilang semua disitu, udah ga layak dipake ini aplikasi",0
line voon sdh tdk bisa di gunakan di indo,0
"Pliss line voom diadain lgi, ga seru kalau ga bisa buat story ealah",0
Jelek skrg,0
"bintang -1 kalo bisa, line voom dihilangkan 🤮",0
sangat kecewa karena fitur story line di hapus jadi sekarang tidak bisa buat story di line tolong pihak line tolong kembalikan fitur story line karena sangat bermanfaat dan membantu kami berbagi aktifitas dan kegiatan . jadi saya rasa line sekarang tidak seperti aplikasi sosmed lain yang seru karena banyak fitur yang di pangkas terimaksih,1
KEMBALIKAN LINE VOOM KUUU,0
VOOM nya kenapa diilangin anjirrrrr 😤,0
"Gila, fitur Line Voom di hapus... baru nyadar barusan, pdhl dsitu byk catatan kenangan gue.. trus fungsi Line cuma buat chat doank dunk... 😢",0
Update ko malah jadi ada iklannya Dan sekarang ga bisa bikin stori,0
Line sudah ga guna..ga ada line foom..ga ada story....mening pilih whatsapp saja dah,0
Kecewa dengan ketiadaan line voom,0
Ga seruuuuuuu ga bisa upload story😭😭😭,0
"Balikin line VOOM, Aneh bgt aplikasi gak upgrade malah dowgrade, pdhl Ig seneng2nya pake line 🤬",0
Line voom jangan dihilangkan tolong.,0
Kenapa sekarang tidak ada Voom? Kecewa beneran deh,1
"ga asik ga ada ""line voom"" di indo, aplikasi nya udah tidak berguna sekarang",0
Kembalikan fitur VOOM segera! Atau akan ku hilangkan Line dari muka bumi ini!,0
"Line udah ga asik,karena udah ga ada line voom",0
kenapa aplikasi nya tidak dapat di update? berulang kali di download install update diam di 100% ga finish? line boom nya kemana hilang? Aplikasi ribet boom nya hilang.,0
"PLEASE JANGAN HILANGKAN FITUR VOOM ATAUPUN CHAT SAMA GRUP LINE KAMI SEMUA AKAN KECEWA JIKA FITUR"" TERSEBUT HILANG KITA SEMUA SUKA LINE YG DULU JANGAN HILANGKAN LINE JANGAN UBAH LINE PLEASEEE!!!!",0
Sangat mengecewakan sekali,0
Line voom mengilang 😇,0
👌🏽,0
Kembalikan line voom,0
"Saya tadinya bintang 5 tapi gara gara line voom ilang jadi bintang 1, sangat di sayangkan line voom ilang padahal untuk pecinta bola sangat enak menggunakan fitur line voom",0
Line Today dihapus Line Voom dihapus Bentar lagi chat juga gabisa keknya Makin jelek ini Line. Enak bener versi JP masih bisa akses Voom,0
"pliss knpa line voom harus ilangg balikin donggg kaya dluuuu. bnyak story yg dlu' disitu. kenangan sm org yg udhh gbsa kita temuin di dunia nyata😭😭😭 aaa sedih bgtt tiba""",1
"DI TAHUN 2025 LINE MENGALAMI BANYAK FITUR YANG HILANG, SEPERTI VOOM,OPC,DLL. UNTUK KEDEPANNYA SAYA TIDAK MEMAKAI LINE LAGI. TERIMAKASIH~!!",0
Mengkhianati kepercayaan selama setelah sekian lama memakai line. Buka line untuk lihat-lihat posttingan di beranda Voom. Voom malah dihapuskan. Uninstall aplikasi Line ini tidak mempercayai penggunanya,0
Banyak fomo yang memanfaatkan,1
Tolong perbaiki connect wallet meowtopia sama futr,0
Buruk,0
Lawak segala gaada timeline,0
ini line voomnya ilang ya di updatean terbaru?,0
apk tolol,0
Bad,1
Fitur voom ilang ga asikk,0
balikin lah line voom,0
"Kecewa banget line Voom tba"" sudah hilang",0
Bring back our voom,0
Kok gak bisa lagi buat status,0
"sebenernya bagus secara keseluruhan, tetapi ada kaya hal hal kecil yg bikin bingung dan kesel kaya foto dari timeline ga bisa di download kembali entah kenapa, terus mana mau dihilangkan lagi timeline nya ya sudahlah terima kasih untuk kenangan nya",0
Kenapa fitur voom hilaanggg 😭 gk bsa bkin story lagiii untuk ngodein HTS di people nearby 😌,1
Knpa akun saya di blok sementara gak jelas bnget lama lama,1
Kenapa no tidak terdaftar aneh,0
"Sangat sangat sangat kecewaaa, udh jdi pengguna lama line ini apa ya dri dulu udh bagus fitur-fitur yg di adain malah makin kesini makin di ilangin fitur fiturnya, mana dikit dikit limitlah apalah, skrng malah voom juga di ilangin hadeuuh",0
"plis line voom sama story jangan di hilangkan, masih banyak yang pake kok di indonesia",1
"Kecewa banget line voom hilang di Indonesia padahal suka banget pakai itu bisa post photo , sekarang photo yg gw post hilang semua bahkan gw jdi g bisa liat story yang di post pacarku, BALIKIN VOOM !!",1
Kecewa LINE Voom dihapus,0
KENAPA HARUS HILANGIN LINE VOOM SIH? PADAHAL BISA SHARE KELUHAN KITA DISANA SAAT DUNIA GAK BAIK BAIK AJA!!!,0
Update malah ngurangin fitur. Downdate namanya,0
Balikin timeline/line voom,0
bener dikit fitur status ilang,0
"line voom itu sangat berguna untuk para pengguna line, kenapa harus di hapus sangat di sayangkan. ayok balikin fitur voom or timeline di line 😡😡",0
Kenapa sekarang di menu obrolan ada iklan pop up muncul ??,1
sayang bgt voom nya jadi gaada,0
Knp Voom hilang??? Auto uninstal app,0
kecewa line voom nya ilanggg,0
"Kenapa line voom nya hilang? Tolong update ulang, perbaiki",0
"makin jelek aja, voom udah dihapus, udah ga seru",0
Fiturnya banyak yang hilang,0
"Line payah, dalam mengembangkan inovasi cara mengambil keputusan, menghapus voom dan story dengan membatasi beberapa negara saja dapat digunakan.",0
Kemanaa ini voomnya ??? Kok jdi aneh line sekrang gak kek jaman dulu,0
ga suka semenjak fitur post voom dihapus . tolong adain lagi fitur buat posting donggg ga asik kalo begini,0
"hadeh line versi terbaru makin jelek, kirain voom aja yg ilang, story line jg ilang, padahal saya suka banget bikin story di line.. makin lama bukan nya makin bagus, malah makin jelek, lama² semua fitur di ilangin terus gunanya apa skrng? banyak sekarang user line pindah ke pf laen wkwk padahal mereka nyaman pake line loh.. kembali fitur yg sebelumnya !!!",0
Kecewa dengan ketidakadaannya line voom,0
Line voom nya di ilangin. Jeleeekkk malesssss,0
"Line voon sudah tidak ada, aplikasi jadi tidak berkesan. Klo hanya sekedar chat mending pake whatsapp saja",0
Terimaksih line sudah menemani dari 2014 dan sekarang saat nya kita berpisah uninstal line setelah voom dihapus,0
kenapa line voom menghilang?,1
Kenapa Voom nya hilang,1
"Line voom nya masa diapus, gaseru bgt anjir, masa gabisa update story lg!",0
"Line voom dihapus story line juga,makin jelek aja ini line",0
Lucu saljunya,0
"Terimakasih sudah mendelete line voom, saatnya uninstall line, sekali lagi terimakasih line🙏🏻",1
Fitur voom ilang?? Tadi eror gabisa huka voom trus pas update malah gaada fitur voom jir kacau,0
"demi apapun males bget tiba tiba voom ilang pdhal itu fitur yang PALING BERGUNA dan fitur terbaik line, KECEWA BERAT.",0
"Padahal suka banget sama line,tiba² ngebug,terus di update eh malah linevoom ilang , sepi dong kalau ga ada linevoom nya 😮‍💨 balikin lagi linevoom 😭",1
Ini serius vitur line voom ga bisa di gunakan?,1
line voom hilang sungguh seperti aplikasi yang tak berguna,0
seharusnya tl/voom tidak perlu dihapus,1
"dulu fitur sfr ilang, terus disusul relay, timer ilang sekarang voom juga ilang? sebenernya line ini niatnya update atau downgrade ya?",0
"Sangat kecewa krn voom nya di hilangkan ,sy akan uninstall app nya",0
"Line voomnya ILANG 😭 udh bbrp tahun pke line, upload fto, video, story... Semuanya lenyap begitu saja 😭 sial..",0
"kecewa banget line voom di hilangin, sumpah kesel bgt tolong balikin line voom dong",0
Line VOOM di Indonesia di hapus ? ok aku uninstal LINE. see you,0
APLIKASI JELEK SEMUANYA DIHILANGKAN BAHKAN VOOM 🙄,0
"Fitur voom di hapus, alasan pake line Krn ada voom & stiker yg menarik😓😓😓",1
"Knp linevoom hilang si di indo , pindah aplikasi klo gini",0
Line Voom dihapus ga tuh,0
kembalikan line voom!!!,0
"Sorry Line, bintang 1 karna timeline Voom dan Story hilang. Padahal itu lebih berguna dibanding apk sosmed yg lain semacam WA 🙂",0
"Di update ko malah ilang storynya ya, seharusnya update yg lebih bagus bukan menghilangkan fitur",0
jelek banget kocak line voom ilang,0
"gabisa join grub pake link, baru daftar akun cuman bisa masukin alamat email doang. emg skrg daftar gapake no telp? gimna ini",0
voom hilang,0
"Udah mau bangkrut ap gmn ini line, voom sdh dhpus. Sprtinya gk lm lg off ini",0
Plisss balikin line voomnya ga 😭,1
kembalikan line voom!!,0
KECEWA KARENA LINVE VOOM DIHAPUS,0
No voom,1
kenapa line voom dihapus🤬🤬😡😡😡,0
amazing,1
Kenapa line voomnya dihilangin?,0
"aplikasi tolol, semua vitur dihapus satu satu",0
Voom dihapus padahal salah satu fitur yg buat betah di line,0
Knp dihapus vitur Voom lineNya 😭😭😭,0
Udah gaada niatan buat maju nih aplikasinya,0
"Tolong donk masa Line VOOM cuma ada di 3 negara doang,lama lama bakalan banyak yang uninstall nih aplikasi",0
"I want to ask why the line can error and make mistakes, what is the cause?",0
Line sekarang ribet banget. Akun yg lama tdk bisa login lagi Padahal sudah di logout dan di instal di HP yg sama. Minta verifikasi perpindahan akun. Balik lagi ja ke versi yang lama,0
"Sumpah ga worth it,pake aplikasi ini kepaksa aja karena bos pake line.",0
Supir,1
Mantep,1
"gue ga pernah sekecewa ini main line dari 2016 sampe sekarang, semakin hari ada aja fitur yang dikurangi dan terkesan downgrade dari versi versi sebelumnya. keputusan buat ngilangin VOOM di Indonesia bener bener disayangkan mengingat banyak yang make fitur itu buat berbagai macam keperluan yang penting.",0
Apk taik makin gajelas,0
Sumpah kesel banget . Data penting banyak d line ini . Tp gak bisa masuk lagi minta verifikasi pindah akun. Ribet banget sih,0
Line pay gk ad,1
Aplikasi membantu,1
Sudah didaftqrkan email.. nambahkan nomer telp malaheror terus.. gimana ini line. Updatean nya ... malah buruk,0
"Dulu pakai line asik bgt bisa dapat teman"" baru sekarang ribet cara daftarnya😪😪trs tidak ada fitur grub seperti dulu sekarang seperti wa grub ya bikin dari no kontak gak seru😪",0
"Maaf kasih rating rendah sebab, dulu waktu itu mudah buat bikin akun line. Tetapi kenapa lebih sulit ya? Mau tambahin nomor hp malah tidak terdaftar tolong lah perbaikin sistem nya jangan mempersulit untuk membuat akun, ini lebih ribet versi sekarang dulu mah ga pernah begitu makasih.",0
Cara dapat kode verifikasi,0
"Line versi Sekarang makin ribet. Gak seperti dulu, sekarang mau nambahin nomor telepon aja susah (""nomor telepon ada tidak terdaftar di wilayah anda""). kan aneh kocak nih apk lama².",0
sangat buruk,0
hallo kenapa saya tidak bisa masukan nomor di aplikasi line mohon bantuan nya,0
Selalu mengalami sesi telah berakhir saat membuat akun baru,0
apk terkntol login aja persulit blokir 60 menit masih aja gabisa aja gblog,0
Bagus,1
"Line terhapus oleh anak,sya download kmbli&login dngn no hp knp gk bisa,pdhal itu aqun lama bnyk kontk2 pnting,ayo tolonglah proses login dipermudah seperti dulu lagi,sudah pke nmr hp&email ttp tdk bisa ktany blm trdftr ni bgmna solusinya",0
"susah sign up, pilihan emailnya tidak muncul",0
Susahnya mau buat akun hadee,0
"Please verify via email or WhatsApp number only, don't make it complicated for login matters, what if the cellphone is lost? Do you have to verify on a lost cellphone?",0
"Ga bs login,ktasandi lupa z ribet banget",0
Tidak bisa menambah kan no telpon,0
Gak bisa nyari id melalui username sekarang tolong perbaiki,0
"Saya dapat lumayan banyak temen dari line karna fitur Open Chat, sejak gaadanya fitur tersebut,kek sepi banget, hampa jadinya ya ga pake line lagi :)",1
"Ini line kenapa gk bisa nambahin tmn dengan cara pencarian id atau nomor, nyusahin banget",0
Jelek g bisa pake nomor telepon,0
Semoga bisa mendapatkan teman di asia,1
Jeleg,0
"Gak jelas banget tiba"" akun di suspend... Jd ga bisa add friend + buka"" shop",0
Akun lama tidak bisa digunakan,0
Bisnis,1
"Gak ngotak, udah 3bulan akun line masih di blokir!",0
tolong ada fitur pindahkan album 1 ke album yang baru by ka abay,1
"KAKKKKK LINE VOOM NYA GAK USH DIHAPUS, BANYAK YG SEDIHH VOOM DIHAPUS DI INDONESIAAA, GAK USH DIHAPUS FLISHH (SEMOGA DINOTICE)",1
Aplikasi jelek,0
Tiba2 suka eror kadang ke blokir ataupun pindah tangan padahal ga pernah kasih kode atau ada pemberitahuan pindah tangan atau hp,0
Aplikasi yang sangat bermanfaat,1
Gk bisa login weyyyy,0
Baik sekali,1
Sangat lemot saat membuka dapp,0
"Kenapa gak bisa login pake Facebook si?, akun get rich gua sayang woii, kasih solusi lah",0
Kenapa tiap masuk gak bisa di blokir terus,0
Apk terjelek untuk masuk ke akun lama aja ribetnya mintak ampun,0
Mantap,1
The best application,1
APK dngo TERJADI ERROR YANG TIDAK DI KETAHUI aplikasi aja gatau apalagi gua gabisa add orang gabisa add no ponsel apk gajelas,0
"Ganti hp ,hp lama direset malah gabisa login krna ada aturan pindah akun 😀makin ribet line kl gni caranya g akan lama pd pindah apk,males bkin akun baru woyyy",0
"sumpah skrng ribet bangt mau log in nyaa, udah tau mau login malah ada tulisan dapatkan kode pindah akun 🤦 ya gmna dapetin nya kan udah di keluarin",0
Jelek,0
Aplikasi sampah bikin kecewa,0
"Sangat kecewa sekali padahal udah terdaftar akun saya masa nggak bisa masuk2. Udah berulang kali saya bikin tetap nggak masuk, sangat kecewa",1
"Login jadi tambah ribet, padahal akun sudah tertaut pada no hp dan email, saat login pake no hp disuruh pindah akun, pake email juga sama, padahal menggunakan hp yang sama, dulu sempet login line bisa setelah hp ke reset, saat mau login lagi suruh pindah akun,,, terus gimana caranyaa?? Suruh menghubungi pihak line tambah ribett",0
Kenapa susah sekali buka line wallet nya,0
"Sorry, I didn't register an account",1
Nice(≧∇≦)/,1
Ribet banget setiap mau login verif gagal terus,0
Daftar selalu error e kenapa Bgth yah,0
Tks aplikasi luar biasa buat aku,1
gk bisa login,0
Ok,1
"Edit tapi tetep bintang 1. Line sepertinya harus berbenah buat pengaturan grup supaya hanya admin yang bisa otak atik kayak aplikasi sebelah. Belakangan ini ada kumpulan orang jepang main asal masuk lewat tautan undangan yang dipakai promosi grup grup untuk berjualan, lalu mereka menghapus album dan anggota grup yang mereka masuki akibat seluruh pengaturan grup bisa diubah semua orang. Ini sangat merugikan, terutama bagi grup untuk jualan.",0
"line gaguna sekarang hilang semua data"" nya",0
"terlalu banyak di otak atik aplikasi ini, makin hari makin downgrade. pdhl kemarin uda bagus bagus aja",0
Terjadi bug pada dapp portal Untuk event mohon di perbaiki segera banyak oknum menggunakan bug tersebut untuk kepentingan pribadi,1
Terjadi bug dapp untuk dev mohon di perbaiki segera,0
Baru juga mau bikin napa virfikasi ada dibolokir sementara,0
cara login ke akun lama ribet,0
"Aplikasi tolol, udah maen game line let's get rich bertahun² hilang gitu aja sebab Maslaah login. Udah akses form pengaduan eror terus dikirim via email malah gada penyelesaian apapun. Duit udahlah abis buat topup malah akun hilang gitu aja. Aplikasi tolol",0
Juara....,1
Mantap,1
Terima kasih,1
"Aplikasi apa ini, input no Hp gak bisa... Biat app yg bener lah. Gak guna sama sekali. Cepat perbaiki. App cacat klo gini.",0
"Saya mau login ke akun lama saya yang dulu di perangkat HP saya yang hilang, pas mau login melalui tlp google ga bisa. Karena akun yang lama belum saya cantumkan google, terus gimana buat login nya ga ada cara lain lg kah. Kok masukin nomor hp ga bisa, google ga bisa, kode QR di suruh ada perangkat sebelumnya. Ga jelas amat line.",0
Bgus,1
Baguss bnget,1
akun lama login pakek facebook kan kalo gk bisa pakek facebook balikin akun lama gmn caranya?,0
perbaiki fitur log in,0
"Plis lahh, LINE VOOM jangan dihapus dari server Indo, masa mau matiin alasan utama LINE masih dipake",1
"plis balikin line yang dulu masih ada oa sama open chat terus jangan hapus line voom, dari dulu udah pake line sekarang fitur bagus nya malah pada di hapusin 😮‍💨",1
Kacau mempersulit tanpa nomer hp,0
Buruk,0
"Oy ini kenapa gabisa login Facebook, udah lama ga install, skrng kenapa akunnya gabisa di pake Facebook",0
"Line bagus, tapi download walet OKX tidak bisa buka",1
Pdahl bru download filiran dafrar gk bsa mlh sruh apdet.pdhl sdh vrsi trbaru,0
Lebih di tingkatkan dalam pelayanan khususnya mempermudah pelanggan,1
Gak Guna Ribet,0
Susah login selalu verifikasi blokir,0
"Kocak, login line gabisa disuruh masukin kode yg ada di hp lain, hp gw yg lain tuh rusak, makanya gw pake hp baru buat login line tpi malah gada cara atau metode login lain, pdh bisa verif nomor Ama email gk perlu hrus logout di hp lain atau msukin kode dari hp lain, klo hpnya rusak gmna? Gabisa login lah, otak pake lah",0
Ganti line susah amat,0
Bagus,1
Kawaiii,0
"Akun GetRich gua ilang CUMA KARNA ADD TEMAN BUAT CLOVER, LEBAY BANGET, MASA GABOLEH NAMBAH TEMAN SEKARANG, GAUSAH PAKE LINE, APLIKASI ANEH",0
Tidak bisa login/daftar. Verifikasi selalu gagal,0
"pindah device ribet banget! harusnya kirim di email aja kode verifikasi nya atau ngga kalau yang pakai nomor, lewat sms aja. developer tolong perbaiki! 😡😡🤬",0
Aplikasi paling bermasalah yang ini lah yang itu lah bikin ribet aj padahal dulu ga kek gini:v,0
"Prasaan dulu aman aman aja ga pernah terjadi hal ini. Aplikasinya bagus namun minusnya ketika sering ganti akun, maka akun akan terblokir tuk sementara, bisa tuk 1 hari bahkan tuk berhari hari. Mohon untuk developernya tuk perbaiki aplikasinya agar aplikasinya nyaman dipakai tanpa harus diblokir segala, ribet banget. Apalagi ketika hp ga sengaja ke riset,, pas hp udah nyala lagi, mau login apk LINE, ehh harus verifikasi kode ke aplikasi LINE. Kan hp nya udah ke riset, mana bisa di buka.",0
"kocak bnr nggk bisa login masalah jaringan mulu, kalo masalah jaringan kenapa lancar main game ama bisa down ini di playstore, aneh bat ini bug eror atau apa",1
"cara pindah akunnya gimna yahh akun saya tidak aktif diperangkat manapun,,,,, dan terpaksa ku uninstal saja ini aplikasi tidak ada solusinya..",0
"login lewat emal fb kok gbs ya skrg, dhl di akun aku yg itu ada album fotbar sama temen2. sekarang jd ilang semuaaa",0
"Aplikasinya sebenarnya bagus, tetapi ada sedikit kendala saat ingin login kembali ke akun lama setelah menghapus dan mengunduh ulang aplikasi. Saya mengalami kesulitan karena harus melakukan verifikasi, padahal masih menggunakan perangkat yang sama. Sayangnya, proses verifikasi tidak bisa dilakukan karena akun sebelumnya sudah tidak dalam keadaan login. Semoga ke depannya bisa ada opsi yang lebih memudahkan pengguna untuk mengakses kembali akun lama tanpa proses yang terlalu rumit.",0
Knpa sekarang line agak susah,1
Memper mudah akses,1
kenapa sekrang applikasi ini sering kali lowchhat.. giliran hpus data..mau login lgi . ehhh.. diblokir 55 hari hpus app... daftar pke nomer atau email lain ttep g bisa.. ktanya dinlokir 6o mnit... ditungguin .. smpe kpnpun ttep g bisa.. gimna ini.... kecewa berat,0
"aplikasi makin ribet, login dipersulit",0
Aplikasi longor nambahin nomer telfon aja gabisa,0
"Bangke kali apk yang sekarang gak ada opsi log outnya, masa iya setiap mau ganti akun mesti hapus baru download ulang lagi. Bukan makin enak malah bikin cepat ngabisin data yang ada. Tolong kembalikan LINE seperti dulu yang bisa login pakai fb & nomor hp tanpa harus pakai password cukup pakai kode otp aja. Gini amat LINE sekarang makin kecewa liatnya",0
Gak bisa di pakai,1
Gw sering ganti akun tetap aja di blokir aneh line,0
"line voom mau dihilangkan dan fitur chat juga akan dihilangkan. lalu apa gunanya selama ini anda bangun branding line sebagai aplikasi komunikasi? padahal banyak yang suka dan betah pakai line, tapi updatenya semakin tidak masuk akal dan mengecewakan.",0
knpa login FB kok di hapus line laku karna bisa main line getrich sedang kan akun kebanyakan login fb akun game getrich nya knapa ini di hapus aneh banget sumpah JUJUR GW KECEWE SAMA LINE SKRNG FITUR LOGIN FB NYA DI HAPUS,0
Semakin kesini performa line d perangkat saya yg OS 9 semakin lambat responnya 🤦‍♂️,0
Membantu komunikasi,1
"Mau log in malah gak bisa diblokir sementara ... payah , ribet bgt system keamanan yg gagal ... tolong di evaluasi system keamanan nya",0
Mau login atau pindah device ribet banget,0
